CNPJ;RazaoSocial;Trimestre;Ano;ValorDespesas
75054940000162;FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL;2T;2025;169140759.33
45207131000182;UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO;2T;2025;34241391.59
41687179000184;UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.;2T;2025;24660019.89
76590884000143;UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.;2T;2025;297333432.24
58229691000180;UNIMED DE SANTOS COOP DE TRAB MEDICO;2T;2025;424086492.19
07583396000196;UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA;2T;2025;74675062.89
88258884000120;UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA;2T;2025;208412623.73
79831608000118;SIM - CAIXA DE ASSISTÊNCIA À SAÚDE;2T;2025;63668928.53
71063853000110;UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.;2T;2025;28495124.67
87638334000173;UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.;2T;2025;42811766.22
01608379000180;UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;2T;2025;74632588.33
87647756000105;UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.;2T;2025;99267795.01
27578434000120;UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO;2T;2025;925283690.71
00361325000108;HUMANA SAÚDE NORDESTE LTDA.;2T;2025;499674603.46
19969500000164;DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL;2T;2025;9749995.70
37898335000189;UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO;2T;2025;19859327.66
37035441000139;SELECT OPERADORA DE PLANO DE SAUDE LTDA;2T;2025;52671288.44
53678264000165;UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;117992153.24
81064511000179;UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;46823265.49
80297161000128;UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO;2T;2025;17667871.55
37256591000172;UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA;2T;2025;3034540.97
00891689000191;UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS;2T;2025;9089338.97
04204285000133;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF;2T;2025;30948585.95
44649812000138;NOTRE DAME INTERMÉDICA SAÚDE S.A.;2T;2025;5088413413.39
42855999000109;UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.;2T;2025;18344277.53
63367700000139;CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS;2T;2025;47848243.98
16991945000152;UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO;2T;2025;84438118.82
44673382000190;OMINT SERVIÇOS DE SAÚDE S.A.;2T;2025;1182156279.04
24676884000167;UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA;2T;2025;121044689.68
02864364000145;PLANO DE SAÚDE ANA COSTA LTDA.;2T;2025;140666778.13
28974020000182;UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA;2T;2025;31639993.46
77858611000108;UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO;2T;2025;593578726.41
59007799000190;ASSOCIACAO DE SAUDE HOLAMBRA;2T;2025;6135987.20
03657699000155;SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL;2T;2025;276077474.46
37880952000157;VIVACOM PLANOS DE SAÚDE;2T;2025;39091853.55
12923462000160;UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA;2T;2025;7189599.99
96396395000162;UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO;2T;2025;5917346.12
75003525000180;UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO;2T;2025;54001169.81
00006037000127;UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;46417970.85
10219897000100;UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;44396797.03
25686544000180;UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO;2T;2025;19381473.61
89100135000132;UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.;2T;2025;16690374.25
03044492000105;HOSPITAL S.P. LTDA.;2T;2025;5027404.53
45171402000197;UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO;2T;2025;23321428.86
02513939000185;PLANO ASSISTENCIAL SÃO LUCAS LTDA;2T;2025;3361471.76
37382009000114;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO;2T;2025;45247506.51
64388812000139;UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;14274947.07
45272366000158;UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO;2T;2025;169798622.11
35917970000130;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;209169245.17
02127779000136;LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.;2T;2025;27675412.43
85241339000132;UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL;2T;2025;82650848.94
00494870000164;UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;35584269.34
56762172000157;UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;22474743.90
30505523000150;DONA SAÚDE CLINICAS LTDA;2T;2025;3344445.70
81710865000143;UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .;2T;2025;34503574.49
02254846000183;COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ;2T;2025;2288773.59
78953023000108;UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;34863050.55
59499251000105;UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO;2T;2025;24812556.04
88938089000182;UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA;2T;2025;9249481.51
02849393000138;BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.;2T;2025;155367941.54
87158507000156;COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.;2T;2025;145430299.19
84537141000138;SAMEL PLANO DE SAÚDE LTDA;2T;2025;193003900.93
08707473000135;UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA;2T;2025;157118637.65
42939207000176;UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO;2T;2025;4843723.01
25971433000115;UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA;2T;2025;35103004.51
63554067000198;HAPVIDA ASSISTENCIA MEDICA S.A.;2T;2025;5321963752.13
15308521000188;UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA;2T;2025;13722210.82
20320487000105;AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL;2T;2025;43504780.43
48628366000136;UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO;2T;2025;185991846.62
51093193000103;UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;78455114.47
44456036000150;UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO;2T;2025;254957127.42
81170003000175;UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO;2T;2025;248909281.99
25471574000179;UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO;2T;2025;30712263.65
17333055000116;UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA;2T;2025;3788167.37
02618303000106;FUNASA SAÚDE;2T;2025;8333682.65
80871551000160;UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS;2T;2025;90329400.04
02580965000126;UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA;2T;2025;2705088.01
70523899000102;UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO;2T;2025;26558446.92
78931391000155;UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;102426115.14
76767219000182;UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO;2T;2025;384708012.62
02248344000140;UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA;2T;2025;17237308.77
39384664000137;UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.;2T;2025;92237289.64
35988963000120;UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO;2T;2025;62645540.15
00381694000154;UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO;2T;2025;39871039.18
02862447000103;NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.;2T;2025;116823323.02
00826676000139;UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA;2T;2025;1959451.18
56269913000162;PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A;2T;2025;17598466.37
20119509000165;FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL;2T;2025;30097355.72
00846662000187;LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A;2T;2025;105441118.31
02725347000127;CARE PLUS MEDICINA ASSISTENCIAL LTDA.;2T;2025;1133339313.24
44857357000166;METRUS INSTITUTO DE SEGURIDADE SOCIAL;2T;2025;180019223.63
01367538000100;UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA;2T;2025;2618186.23
22027346000116;PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA;2T;2025;2150032.24
31240963000196;ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI;2T;2025;50891781.88
92911056000116;ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC;2T;2025;1060725.20
02149799000108;UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA;2T;2025;3151023.20
02476067000122;UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;1248207240.21
17790718000121;UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA;2T;2025;351335370.27
13170410000122;ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC;2T;2025;13330213.24
01445199000124;UNIHOSP SAÚDE LTDA;2T;2025;76470383.97
48717516000188;UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO;2T;2025;22555053.29
05814777000103;CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL;2T;2025;204966211.20
42892281000184;UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.;2T;2025;148862928.44
00366982000130;CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO;2T;2025;54324591.20
42936518000181;UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA;2T;2025;15752030.06
34011288000111;ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO;2T;2025;14269458.03
04503249000170;ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM;2T;2025;5542158.64
00856424000152;CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.;2T;2025;5109739.03
02751464000165;ODONTOGROUP SISTEMA DE SAÚDE LTDA.;2T;2025;6396328.07
70094578000130;COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA;2T;2025;4160277.75
00773639000100;CENTRO CLÍNICO GAÚCHO LTDA;2T;2025;205387976.53
42163881000101;UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO;2T;2025;43905275.41
12317012000123;ASSOCIAÇÃO DO FISCO DE ALAGOAS;2T;2025;-3010085.96
67839969000121;AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA;2T;2025;37501515.75
37135365000133;ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.;2T;2025;37423280.41
69099307000198;CROWN ODONTOLOGIA DE GRUPO LTDA;2T;2025;554175.16
68668045000172;AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ;2T;2025;56984978.57
02989632000155;EVANGELICO SAUDE LTDA.;2T;2025;11300783.49
53454617000143;SISTEMA TOTAL DE SAÚDE LTDA.;2T;2025;5315723.99
02220135000198;ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO;2T;2025;10864090.34
03123146000112;BIO SAÚDE SERVIÇOS MÉDICOS LTDA;2T;2025;10535920.47
03098226000165;SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA;2T;2025;30691192.81
72350382000194;COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA;2T;2025;7846185.33
03273825000178;METLIFE PLANOS ODONTOLÓGICOS LTDA.;2T;2025;43589309.96
83367342000171;ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE;2T;2025;64488619.52
71565659000133;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA;2T;2025;3991639.35
03268622000193;COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.;2T;2025;10833601.19
59766105000107;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;2T;2025;2009974.72
57272510000135;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;2T;2025;10724277.58
00147571000153;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU;2T;2025;26430650.24
02009924000184;GAMA SAUDE LTDA.;2T;2025;-548489.69
03219363000100;SEPACO SAÚDE LTDA;2T;2025;2476565.63
28023703000154;ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA;2T;2025;1223637.54
72916364000127;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS;2T;2025;3421666.04
00665690000106;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA;2T;2025;2616248.02
66491036000123;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ;2T;2025;2052948.83
66493339000185;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU;2T;2025;1599671.16
71753297000104;ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA;2T;2025;5071724.85
24729097000136;SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI;2T;2025;781012.95
72918287000144;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS);2T;2025;14991126.78
03424929000136;SAUDE PAS - MEDICINA E ODONTO;2T;2025;87489264.33
68687722000108;G & M ASSESSORIA MEDICA EMPRESARIAL LTDA;2T;2025;217777.61
00642842000147;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA;2T;2025;1534134.19
00444803000135;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE;2T;2025;6851326.80
73565319000138;ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA;2T;2025;4541562.43
03494031000134;COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS;2T;2025;2815932.59
00034259000153;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA;2T;2025;13149991.73
71559272000174;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE;2T;2025;21054355.50
60499365000134;FUNDACAO LEONOR DE BARROS CAMARGO;2T;2025;35021919.47
00200720000109;ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS);2T;2025;7281339.91
03613857000175;CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA;2T;2025;4560664.05
03637776000105;FILOSANITAS SAUDE LTDA;2T;2025;14772718.42
00648506000101;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU;2T;2025;2694678.21
03011072000122;PLANO HOSPITAL SAMARITANO LTDA;2T;2025;236001438.97
03638220000133;PLANO DE SAUDE ASES LTDA.;2T;2025;28266018.84
03849449000117;ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE;2T;2025;105248769.17
03627391000167;SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA;2T;2025;5362028.32
03548273000163;MEDIC GLOBAL PLANOS DE SAÚDE LTDA.;2T;2025;3888404.49
03670297000190;MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA;2T;2025;1827224.52
03977587000181;SBC SAÚDE LTDA.;2T;2025;15660588.37
04002216000147;SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA;2T;2025;13734492.92
03702977000149;CAIXA DE ASSISTÊNCIA À SAUDE DOS EMPREGADOS DA CODEVASF - CASEC;2T;2025;33568627.10
00307714000147;ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL;2T;2025;9521909.91
03773153000160;TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA;2T;2025;15131467.43
03990914000135;ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA;2T;2025;4364149.36
04165719000133;GS PLANO GLOBAL DE SAÚDE LTDA;2T;2025;23827795.48
04234059000103;PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.;2T;2025;1281530.63
03694367000140;AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP;2T;2025;2193204.99
04257073000114;AMEP FREGUESIA OPERADORA DE PLANO DE SAUDE LTDA;2T;2025;18881426.49
92219070000153;SOCIEDADE PORTUGUESA DE BENEFICÊNCIA;2T;2025;9498602.30
04222989000139;UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.;2T;2025;9799617.19
04197511000104;CAIXA DE ASSISTÊNCIA DO SINDFISCO - CASSIND;2T;2025;10500310.66
04311093000126;CAIXA DE ASSISTENCIA DOS SERVIDORES DO ESTADO DE MATO GROSSO DO SUL;2T;2025;452220137.34
04299994000140;PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA;2T;2025;441658.40
16608812000154;SOCIEDADE BENEFICENTE DEZOITO DE JULHO;2T;2025;15386735.25
04212174000179;DENTAL MASTER LTDA - EPP;2T;2025;2010709.24
78304672000188;CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU;2T;2025;3480514.33
59762062000183;ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS);2T;2025;12261047.37
04859814000137;SAÚDE BRB - CAIXA DE ASSISTÊNCIA;2T;2025;56105407.02
05011316000100;HBC SAÚDE LTDA.;2T;2025;66826703.71
03187913000157;ODONTOART PLANOS ODONTOLÓGICOS LTDA;2T;2025;2868951.25
04558034000157;LIFE EMPRESARIAL SAÚDE LTDA.;2T;2025;86997267.79
03230123000107;UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS;2T;2025;37735628.89
04745753000187;UNIÃO MÉDICA PLANOS DE SAÚDE S/A;2T;2025;97183151.35
04222235000189;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA;2T;2025;3145181.67
04911101000175;VIVENTERIS LTDA;2T;2025;6895564.36
04839091000104;FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC;2T;2025;37997.38
05774975000190;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA;2T;2025;4309167.72
01648339000161;VITA ASSISTÊNCIA A SAÚDE LTDA.;2T;2025;29406426.29
05029064000139;SAÚDE SANTA TEREZA LTDA.;2T;2025;49518559.27
06091170000105;UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO;2T;2025;44827462.65
00395266000180;MAIS SAÚDE PLANO DE SAÚDE LTDA;2T;2025;24810142.57
06145428000109;PORTO DIAS SAUDE LTDA.;2T;2025;1214887.52
04299138000194;BIOVIDA SAÚDE LTDA.;2T;2025;127412449.35
07154253000169;RODRIGUES LEIRA ODONTOLOGIA LTDA.;2T;2025;2187146.26
07270625000112;FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA;2T;2025;12784281.17
04202013000102;POLICLIN SAÚDE S/A.;2T;2025;80223469.36
07844436000106;CABERJ INTEGRAL SAÚDE S.A;2T;2025;79712426.36
41369935000127;SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.;2T;2025;691057.47
02569472000195;CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA;2T;2025;1236405.40
05983170000157;PLANO ODONTOLÓGICO DENTALVIDAS LTDA.;2T;2025;21454767.68
51262335000119;CLÍNICA SÃO GABRIEL S/S LTDA;2T;2025;68474.50
04430627000133;PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA;2T;2025;2540237.68
00885918000165;HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA;2T;2025;33487985.95
08097092000181;CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA EMPRESA BRASILEIRA DE PESQUISA  AGROPECUÁRIA;2T;2025;102657208.46
02866602000151;SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.;2T;2025;23661173.02
50432863000106;MATÃO CLINICAS & AMHMA SAÚDE LTDA;2T;2025;35075235.14
08787782000162;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA;2T;2025;4837330.83
08202035000115;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA;2T;2025;77840876.32
08883265000197;ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE;2T;2025;22439428.38
07781345000179;ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS;2T;2025;37941418.35
08708980000193;OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A;2T;2025;40907020.72
10414182000109;UNIMED SAÚDE E ODONTO S.A;2T;2025;41748279.49
10767219000174;PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME;2T;2025;1153567.62
10456692000130;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA;2T;2025;1155083.28
11177786000133;ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO;2T;2025;34430645.96
10796140000171;ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA;2T;2025;1259102.52
11593821000103;ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;2T;2025;47886756.99
11158465000191;AFFIX ADMINISTRADORA DE BENEFÍCIOS LTDA;2T;2025;0.00
51628360000173;PRONTO SOCORRO CONDE DE MOREIRA LIMA;2T;2025;4558960.50
11565995000154;PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA;2T;2025;3450053.53
12055813000168;CEMIG SAÚDE;2T;2025;289240007.85
11939445000158;ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA;2T;2025;165665956.10
03033006000153;CAIXA DE ASSISTÊNCIA OSWALDO CRUZ;2T;2025;86880823.20
92741016000173;ASSOCIAÇAO DOS FUNCIONARIOS PUBLICOS DO ESTADO DO RIO GRANDE DO SUL;2T;2025;46133390.26
11996146000155;CAIXA DE ASSISTÊNCIA À SAÚDE DO SINDICATO DOS FUNCIONÁRIOS INTEGRANTES DO GRUPO OCUPACIONAL ADMINISTRAÇÃO TRIBUTÁRIA DO ESTADO DE PERNAMBUCO;2T;2025;31052008.23
11973134000105;SUL AMÉRICA ODONTOLÓGICO S/A;2T;2025;33032512.88
10364053000145;ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.;2T;2025;1786930.50
10935483000170;ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO;2T;2025;65715242.15
07945024000162;ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ;2T;2025;33075323.22
13001218000102;ASSOCIAÇÃO SANTA SAÚDE;2T;2025;162730437.77
13223975000120;CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A;2T;2025;42787.27
13026081000140;FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO;2T;2025;3325647.23
11076382000153;UNIX SAÚDE S.A;2T;2025;12554328.75
09433795000104;QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.;2T;2025;178400198.27
11336728000105;ASSOCIAÇÃO SAÚDE RURAL ALEGRETE;2T;2025;1992772.69
13816250000146;OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA;2T;2025;5432162.78
12838821000180;FUNDAÇÃO FIAT SAÚDE E BEM ESTAR;2T;2025;0.00
11828089000103;LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE;2T;2025;42927394.24
14408631000159;FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA;2T;2025;5963051.24
15131148000132;AMHA SAUDE S/A;2T;2025;32541248.16
12049486000131;ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ;2T;2025;20791404.01
30460075000116;MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO;2T;2025;74095959.55
15022430000181;ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO;2T;2025;37137007.88
06814351000112;CEDPLAN SAÚDE LTDA EPP;2T;2025;3225241.59
16665579000141;ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA;2T;2025;44800814.61
27085968000114;CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO;2T;2025;22459290.15
