CNPJ,RazaoSocial,Trimestre,Ano,ValorDespesas,RegistroANS,Modalidade,UF
02896924000143,POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA,2T,2025,17572258.72,1998-12-24,Medicina de Grupo,PR
45118429000116,UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,59271435.7,1998-12-18,Cooperativa Médica,SP
45467404000128,UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO,2T,2025,14807695.92,1998-12-18,Cooperativa Médica,SP
87689527000153,UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2T,2025,41031301.71,1998-12-22,Cooperativa Médica,RS
66191263000133,UNIMED JOÃO MONLEVADE COOPERATIVA DE TRABALHO MÉDICO LTDA.,2T,2025,42490140.73,1998-12-17,Cooperativa Médica,MG
62231527000184,CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO,2T,2025,568147529.45,1998-12-22,Autogestão,SP
87096616000196,UNIMED PORTO ALEGRE - COOPERATIVA MÉDICA LTDA.,2T,2025,1793319563.96,1998-12-21,Cooperativa Médica,RS
72234164000194,UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2T,2025,8253237.64,1998-12-23,Cooperativa Médica,RS
07057185000110,UNIMED MARANHÃO DO SUL - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,76772104.52,1998-12-21,Cooperativa Médica,MA
02852017000100,SISTEMAS E PLANOS DE SAÚDE LTDA.,2T,2025,31347686.0,1998-12-17,Medicina de Grupo,SP
40294225000112,UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO,2T,2025,126164827.0,1998-12-21,Cooperativa Médica,RJ
57149775000140,UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,34321821.64,1998-12-18,Cooperativa Médica,SP
38499547000156,UNIMED PATOS DE MINAS COOPERATIVA TRABALHO MÉDICO LTDA.,2T,2025,121043963.68,1998-12-17,Cooperativa Médica,MG
59901454000186,SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE,2T,2025,12387997.38,1998-12-31,Filantropia,SP
07241136000132,UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,280163653.3,1998-12-21,Cooperativa Médica,PI
73967085000155,UNIMED NORTE DO MATO GROSSO COOPERATIVA DE TRABALHO MÉDICO,2T,2025,201701701.87,1998-12-24,Cooperativa Médica,MT
00532888000103,UNIMED REGIÃO DA PRODUÇÃO/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2T,2025,9154788.9,1998-12-22,Cooperativa Médica,RS
00730439000170,UNIMED PONTAL DO TRIÂNGULO - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,19503596.98,1998-12-17,Cooperativa Médica,MG
45359213000142,UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,252463291.44,1998-12-22,Cooperativa Médica,SP
17774738000109,UNIMED UBERABA COOPERATIVA DE TRABALHO MEDICO LTDA.,2T,2025,187842398.08,1998-12-17,Cooperativa Médica,MG
71695746000105,UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS,2T,2025,39358062.08,1998-12-21,Cooperativa Médica,SP
85283299000191,UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE,2T,2025,118438971.85,1998-12-23,Cooperativa Médica,SC
20909271000171,UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO,2T,2025,38790625.92,1998-12-17,Cooperativa Médica,MG
02774736000142,OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA,2T,2025,76682468.88,1998-12-21,Medicina de Grupo,RJ
54370630000187,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,2T,2025,99444680.36,1998-12-17,Filantropia,SP
96182068000108,UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO,2T,2025,17010267.8,1998-12-22,Cooperativa Médica,SP
81733115000197,UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO,2T,2025,24641486.35,1998-12-17,Cooperativa Médica,PR
86584901000193,UNIMED MACHADO COOPERATIVA DE TRABALHO MEDICO,2T,2025,8163449.28,1998-12-18,Cooperativa Médica,MG
45309606000141,UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES,2T,2025,172182021.89,1998-12-18,Cooperativa Médica,SP
42946061000196,UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO,2T,2025,15856479.89,1998-12-18,Cooperativa Médica,MG
43293604000186,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,2T,2025,447034164.11,1998-12-18,Medicina de Grupo,SP
75054940000162,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,2T,2025,169140759.33,1998-12-29,Autogestão,PR
45207131000182,UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO,2T,2025,34241391.59,1998-12-16,Cooperativa Médica,SP
41687179000184,UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,2T,2025,24660019.89,1998-12-17,Cooperativa Médica,MG
76590884000143,UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.,2T,2025,297333432.24,1998-12-16,Cooperativa Médica,SC
58229691000180,UNIMED DE SANTOS COOP DE TRAB MEDICO,2T,2025,424086492.19,1998-12-24,Cooperativa Médica,SP
07583396000196,UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA,2T,2025,74675062.89,1998-12-23,Cooperativa Médica,CE
88258884000120,UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,2T,2025,208412623.73,1998-12-21,Cooperativa Médica,RS
79831608000118,SIM - CAIXA DE ASSISTÊNCIA À SAÚDE,2T,2025,63668928.53,1998-12-21,Autogestão,SC
71063853000110,UNIMED ITAÚNA COOPERATIVA DE TRABALHO MÉDICO LTDA.,2T,2025,28495124.67,1998-12-18,Cooperativa Médica,MG
87638334000173,UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.,2T,2025,42811766.22,1998-12-18,Cooperativa Médica,RS
01608379000180,UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,2T,2025,74632588.33,1998-12-18,Cooperativa Médica,SP
87647756000105,UNIMED NOROESTE/RS - SOCIEDADE COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,2T,2025,99267795.01,1998-12-21,Cooperativa Médica,RS
27578434000120,UNIMED VITORIA COOPERATIVA DE TRABALHO MEDICO,2T,2025,925283690.71,1998-12-16,Cooperativa Médica,ES
00361325000108,HUMANA SAÚDE NORDESTE LTDA.,2T,2025,499674603.46,1998-12-29,Medicina de Grupo,PI
19969500000164,DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,2T,2025,9749995.7,1998-12-18,Autogestão,MG
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO,2T,2025,19859327.66,1998-12-24,Cooperativa Médica,GO
37035441000139,SELECT OPERADORA DE PLANO DE SAUDE LTDA,2T,2025,52671288.44,1998-12-30,Medicina de Grupo,GO
53678264000165,UNIMED LESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,2T,2025,117992153.24,1998-12-18,Cooperativa Médica,SP
81064511000179,UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO,2T,2025,46823265.49,1998-12-17,Cooperativa Médica,PR
80297161000128,UNIMED NORTE DO PARANÁ COOPERATIVA REGIONAL DE TRABALHO MÉDICO,2T,2025,17667871.55,1998-12-17,Cooperativa Médica,PR
37256591000172,UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,2T,2025,3034540.97,1998-12-17,Cooperativa odontológica,GO
00891689000191,UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,2T,2025,9089338.97,1998-12-17,Cooperativa odontológica,GO
04204285000133,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DA AMAZÔNIA - CASF,2T,2025,30948585.95,1998-12-23,Autogestão,PA
44649812000138,NOTRE DAME INTERMÉDICA SAÚDE S.A.,2T,2025,5088413413.39,1998-12-16,Medicina de Grupo,SP
42855999000109,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,2T,2025,18344277.53,1998-12-18,Cooperativa Médica,MG
63367700000139,CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS,2T,2025,47848243.98,1998-12-22,Autogestão,CE
16991945000152,UNIMED VALE DO AÇO COOPERATIVA DE TRABALHO MÉDICO,2T,2025,84438118.82,1998-12-16,Cooperativa Médica,MG
44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,2T,2025,1182156279.04,1998-12-16,Medicina de Grupo,SP
24676884000167,UNIMED RONDONOPOLIS COOPERATIVA DE TRABALHO MÉDICO LTDA,2T,2025,121044689.68,1998-12-24,Cooperativa Médica,MT
02864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,2T,2025,140666778.13,1998-12-16,Medicina de Grupo,SP
28974020000182,UNIMED NOROESTE FLUMINENSE - COOPERATIVA DE TRABALHO MÉDICO LTDA,2T,2025,31639993.46,1998-12-28,Cooperativa Médica,RJ
77858611000108,UNIMED GRANDE FLORIANÓPOLIS-COOPERATIVA DE TRABALHO MEDICO,2T,2025,593578726.41,1998-12-16,Cooperativa Médica,SC
59007799000190,ASSOCIACAO DE SAUDE HOLAMBRA,2T,2025,6135987.2,1999-02-03,Medicina de Grupo,SP
03657699000155,SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL,2T,2025,276077474.46,1998-12-28,Autogestão,DF
37880952000157,VIVACOM PLANOS DE SAÚDE,2T,2025,39091853.55,1998-12-29,Autogestão,GO
12923462000160,UNIODONTO DE JOÃO PESSOA COOPERATIVA ODONTOLÓGICA,2T,2025,7189599.99,1998-12-17,Cooperativa odontológica,PB
96396395000162,UNIODONTO PAULISTA-FEDERAÇÃO DAS COOPERATIVAS ODONTOLÓGICAS DO ESTADO DE SÃO PAULO,2T,2025,5917346.12,1998-12-18,Cooperativa odontológica,SP
75003525000180,UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO,2T,2025,54001169.81,1998-12-17,Cooperativa Médica,PR
00006037000127,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,46417970.85,1998-12-18,Cooperativa Médica,SP
10219897000100,UNIMED OESTE DO PARÁ - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,44396797.03,1998-12-21,Cooperativa Médica,PA
25686544000180,UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO,2T,2025,19381473.61,1998-12-17,Cooperativa Médica,MG
89100135000132,UNIMED PLANALTO CENTRAL/RS - COOPERATIVA DE ASSISTÊNCIA  À SAÚDE LTDA.,2T,2025,16690374.25,1998-12-22,Cooperativa Médica,RS
03044492000105,HOSPITAL S.P. LTDA.,2T,2025,5027404.53,1998-12-22,Medicina de Grupo,RS
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,2T,2025,23321428.86,1998-12-16,Cooperativa Médica,SP
02513939000185,PLANO ASSISTENCIAL SÃO LUCAS LTDA,2T,2025,3361471.76,1999-01-04,Medicina de Grupo,MG
37382009000114,CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DA SANEAGO,2T,2025,45247506.51,1998-12-22,Autogestão,GO
64388812000139,UNIMED TRÊS PONTAS - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,14274947.07,1998-12-18,Cooperativa Médica,MG
45272366000158,UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO,2T,2025,169798622.11,1998-12-28,Cooperativa Médica,SP
35917970000130,UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO,2T,2025,209169245.17,1998-12-21,Cooperativa Médica,RJ
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,2T,2025,27675412.43,1999-02-04,Medicina de Grupo,SP
85241339000132,UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL,2T,2025,82650848.94,1998-12-17,Cooperativa Médica,SC
00494870000164,UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO,2T,2025,35584269.34,1998-12-18,Cooperativa Médica,SP
56762172000157,UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO,2T,2025,22474743.9,1998-12-21,Cooperativa Médica,SP
30505523000150,DONA SAÚDE CLINICAS LTDA,2T,2025,3344445.7,1998-12-21,Medicina de Grupo,SP
81710865000143,UNIMED NOROESTE DO PARANÁ COOP DE TRABALHO MÉDICO .,2T,2025,34503574.49,1998-12-17,Cooperativa Médica,PR
02254846000183,COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ,2T,2025,2288773.59,1999-01-04,Cooperativa odontológica,AP
78953023000108,UNIMED NORTE PIONEIRO - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,34863050.55,1998-12-17,Cooperativa Médica,PR
59499251000105,UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO,2T,2025,24812556.04,1998-12-17,Cooperativa Médica,SP
88938089000182,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,2T,2025,9249481.51,1998-12-17,Cooperativa odontológica,RS
02849393000138,BENSAUDE PLANO DE ASSISTENCIA MEDICA HOSPITALAR LTDA.,2T,2025,155367941.54,1998-12-18,Medicina de Grupo,SP
87158507000156,COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.,2T,2025,145430299.19,1998-12-18,Cooperativa Médica,RS
84537141000138,SAMEL PLANO DE SAÚDE LTDA,2T,2025,193003900.93,1998-12-29,Medicina de Grupo,AM
08707473000135,UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA,2T,2025,157118637.65,1998-12-21,Cooperativa Médica,PB
42939207000176,UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO,2T,2025,4843723.01,1998-12-18,Cooperativa Médica,MG
25971433000115,UNIMED MURIAÉ COOPERATIVA DE TRABALHO MEDICO LTDA,2T,2025,35103004.51,1998-12-17,Cooperativa Médica,MG
63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,2T,2025,5321963752.13,1998-12-17,Medicina de Grupo,CE
15308521000188,UNIODONTO BELÉM - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA,2T,2025,13722210.82,1998-12-29,Cooperativa odontológica,PA
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,2T,2025,43504780.43,1998-12-18,Autogestão,MG
48628366000136,UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO,2T,2025,185991846.62,1998-12-17,Cooperativa Médica,SP
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,78455114.47,1998-12-18,Cooperativa Médica,SP
44456036000150,UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO,2T,2025,254957127.42,1998-12-18,Cooperativa Médica,SP
81170003000175,UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO,2T,2025,248909281.99,1998-12-17,Cooperativa Médica,PR
25471574000179,UNIMED SÃO LOURENÇO COOPERATIVA DE TRABALHO MÉDICO,2T,2025,30712263.65,1998-12-18,Cooperativa Médica,MG
17333055000116,UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,2T,2025,3788167.37,1998-12-17,Cooperativa odontológica,MG
02618303000106,FUNASA SAÚDE,2T,2025,8333682.65,1998-12-28,Medicina de Grupo,PB
80871551000160,UNIMED PATO BRANCO SOCIEDADE COOPERATIVA DE MÉDICOS,2T,2025,90329400.04,1998-12-17,Cooperativa Médica,PR
02580965000126,UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,2T,2025,2705088.01,1998-12-17,Cooperativa odontológica,ES
70523899000102,UNIMED VALE DO JAURU COOPERATIVA DE TRABALHO MÉDICO,2T,2025,26558446.92,1998-12-28,Cooperativa Médica,MT
78931391000155,UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,102426115.14,1998-12-17,Cooperativa Médica,PR
76767219000182,UNIMED REGIONAL MARINGÁ COOP.DE TRABALHO MÉDICO,2T,2025,384708012.62,1998-12-17,Cooperativa Médica,PR
02248344000140,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,2T,2025,17237308.77,1998-12-17,Cooperativa Médica,MG
39384664000137,UNIMED NOROESTE CAPIXABA COOPERATIVA DE TRABALHO MÉDICO.,2T,2025,92237289.64,1998-12-16,Cooperativa Médica,ES
35988963000120,UNIMED NORTE CAPIXABA- COOPERATIVA DE TRABALHO MÉDICO,2T,2025,62645540.15,1998-12-16,Cooperativa Médica,ES
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,2T,2025,39871039.18,1998-12-16,Cooperativa Médica,SC
02862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,2T,2025,116823323.02,1998-12-17,Medicina de Grupo,PR
00826676000139,UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA,2T,2025,1959451.18,1998-12-16,Cooperativa odontológica,SP
56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,2T,2025,17598466.37,1999-01-05,Odontologia de Grupo,SP
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,2T,2025,30097355.72,1998-12-28,Autogestão,MG
00846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,2T,2025,105441118.31,1999-01-06,Medicina de Grupo,SP
02725347000127,CARE PLUS MEDICINA ASSISTENCIAL LTDA.,2T,2025,1133339313.24,1999-01-07,Medicina de Grupo,SP
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,2T,2025,180019223.63,1998-12-24,Autogestão,SP
01367538000100,UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,2T,2025,2618186.23,1998-12-16,Cooperativa odontológica,PR
22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,2T,2025,2150032.24,1999-01-04,Medicina de Grupo,MG
31240963000196,ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI,2T,2025,50891781.88,1999-01-19,Medicina de Grupo,RJ
92911056000116,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,2T,2025,1060725.2,1998-12-28,Autogestão,RS
02149799000108,UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,2T,2025,3151023.2,1998-12-16,Cooperativa odontológica,SP
02476067000122,UNIMED GOIANIA COOPERATIVA DE TRABALHO MÉDICO,2T,2025,1248207240.21,1998-12-28,Cooperativa Médica,GO
17790718000121,UNIMED UBERLÂNDIA COOPERATIVA REGIONAL TRABALHO MÉDICO LTDA,2T,2025,351335370.27,1998-12-16,Cooperativa Médica,MG
13170410000122,ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC,2T,2025,13330213.24,1998-12-30,Autogestão,SE
01445199000124,UNIHOSP SAÚDE LTDA,2T,2025,76470383.97,1998-12-16,Medicina de Grupo,SP
48717516000188,UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO,2T,2025,22555053.29,1998-12-16,Cooperativa Médica,SP
05814777000103,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL,2T,2025,204966211.2,1998-12-16,Autogestão,CE
42892281000184,UNIMED GOVERNADOR VALADARES COOP. DE TRABALHO MÉDICO LTDA.,2T,2025,148862928.44,1998-12-17,Cooperativa Médica,MG
00366982000130,CENTRAL REGIONAL DAS COOPERATIVAS MÉDICAS - UNIMED CERRADO,2T,2025,54324591.2,1998-12-24,Cooperativa Médica,GO
42936518000181,UNIMED LEOPOLDINA COOPERATIVA DE TRABALHO MÉDICO LTDA,2T,2025,15752030.06,1998-12-16,Cooperativa Médica,MG
34011288000111,ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO,2T,2025,14269458.03,1998-12-16,Autogestão,RJ
04503249000170,ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM,2T,2025,5542158.64,1998-12-31,Autogestão,AM
00856424000152,CARE PLUS ODONTOLOGIA ASSISTENCIAL LTDA.,2T,2025,5109739.03,1998-12-16,Odontologia de Grupo,SP
02751464000165,ODONTOGROUP SISTEMA DE SAÚDE LTDA.,2T,2025,6396328.07,1998-12-16,Odontologia de Grupo,DF
70094578000130,COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA,2T,2025,4160277.75,1998-12-29,Autogestão,PB
00773639000100,CENTRO CLÍNICO GAÚCHO LTDA,2T,2025,205387976.53,1998-12-29,Medicina de Grupo,CE
42163881000101,UNIMED-RIO COOPERATIVA DE TRABALHO MEDICO DO RIO DE JANEIRO,2T,2025,43905275.41,1998-12-16,Cooperativa Médica,RJ
67839969000121,AMEPLAN ASSISTÊNCIA MÉDICA PLANEJADA LTDA,2T,2025,37501515.75,1998-12-24,Medicina de Grupo,SP
37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,2T,2025,37423280.41,1998-12-16,Medicina de Grupo,AL
69099307000198,CROWN ODONTOLOGIA DE GRUPO LTDA,2T,2025,554175.16,1998-12-24,Odontologia de Grupo,SP
68668045000172,AMESC - ASSOCIAÇÃO MÉDICA ESPÍRITA CRISTÃ,2T,2025,56984978.57,1999-02-24,Medicina de Grupo,RJ
02989632000155,EVANGELICO SAUDE LTDA.,2T,2025,11300783.49,1999-03-04,Medicina de Grupo,PR
53454617000143,SISTEMA TOTAL DE SAÚDE LTDA.,2T,2025,5315723.99,1999-03-12,Medicina de Grupo,SP
02220135000198,ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO,2T,2025,10864090.34,1999-03-17,Autogestão,GO
03123146000112,BIO SAÚDE SERVIÇOS MÉDICOS LTDA,2T,2025,10535920.47,1999-03-31,Medicina de Grupo,SP
03098226000165,SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA,2T,2025,30691192.81,1999-04-28,Medicina de Grupo,PE
72350382000194,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE DO VALE DO RIO DOS SINOS LTDA,2T,2025,7846185.33,1999-05-19,Autogestão,RS
03273825000178,METLIFE PLANOS ODONTOLÓGICOS LTDA.,2T,2025,43589309.96,1999-07-19,Odontologia de Grupo,SP
83367342000171,ASSOCIAÇÃO ADVENTISTA NORTE BRASILEIRA DE PREVENÇÃO E ASSISTÊNCIA A SAÚDE,2T,2025,64488619.52,1999-07-21,Filantropia,PA
71565659000133,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE ITAPETININGA,2T,2025,3991639.35,1999-07-21,Autogestão,SP
03268622000193,COOPERATIVA DOS USUÁRIOS DE SERVIÇOS DE SAÚDE LTDA.,2T,2025,10833601.19,1999-08-02,Medicina de Grupo,RS
59766105000107,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2T,2025,2009974.72,1999-08-06,Autogestão,SP
57272510000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2T,2025,10724277.58,1999-08-04,Autogestão,SP
00147571000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,2T,2025,26430650.24,1999-08-04,Autogestão,SP
03219363000100,SEPACO SAÚDE LTDA,2T,2025,2476565.63,1999-08-11,Medicina de Grupo,SP
28023703000154,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,2T,2025,1223637.54,1999-08-23,Medicina de Grupo,RJ
72916364000127,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,2T,2025,3421666.04,1999-08-20,Autogestão,SP
00665690000106,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,2T,2025,2616248.02,1999-09-06,Autogestão,SP
66491036000123,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,2T,2025,2052948.83,1999-09-08,Autogestão,SP
66493339000185,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,2T,2025,1599671.16,1999-09-14,Autogestão,SP
71753297000104,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA,2T,2025,5071724.85,1999-09-15,Autogestão,SP
24729097000136,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,2T,2025,781012.95,1999-09-23,Filantropia,MG
72918287000144,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS),2T,2025,14991126.78,1999-10-07,Autogestão,SP
03424929000136,SAUDE PAS - MEDICINA E ODONTO,2T,2025,87489264.33,1999-10-21,Autogestão,RS
68687722000108,G & M ASSESSORIA MEDICA EMPRESARIAL LTDA,2T,2025,217777.61,1999-10-22,Medicina de Grupo,RJ
00642842000147,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA,2T,2025,1534134.19,1999-10-26,Autogestão,SP
00444803000135,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE,2T,2025,6851326.8,1999-10-27,Autogestão,SP
73565319000138,ASSOCIACAO CIVIL PRÓ-SAÚDE DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA,2T,2025,4541562.43,1999-11-05,Medicina de Grupo,PR
03494031000134,COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS,2T,2025,2815932.59,1999-11-11,Cooperativa odontológica,MG
00034259000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA,2T,2025,13149991.73,1999-11-03,Autogestão,SP
71559272000174,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,2T,2025,21054355.5,1999-11-30,Autogestão,SP
60499365000134,FUNDACAO LEONOR DE BARROS CAMARGO,2T,2025,35021919.47,1999-12-20,Filantropia,SP
00200720000109,ASSOCIACAO POLICIAL DE ASSISTENCIA A SAUDE DE PRESIDENTE PRUDENTE (APAS),2T,2025,7281339.91,2000-01-27,Autogestão,SP
03613857000175,CONFIANÇA ASSISTÊNCIA MÉDICO HOSPITALAR LTDA,2T,2025,4560664.05,2000-02-21,Medicina de Grupo,MG
03637776000105,FILOSANITAS SAUDE LTDA,2T,2025,14772718.42,2000-03-03,Medicina de Grupo,SP
